Thu Jul 11 10:53:18 2013,,,,,
14209666,1200,21999509,,,
14209667,900,22000409,,,
14209668,675,22001084,,,
14209669,2625,22003709,,,
14209670,900,22004609,,,
14209671,2775,22007384,,,
14209672,1125,22008509,,,
14209673,900,22009409,,,
14209674,1125,22010534,,,
14209675,825,22011359,,,
14209676,1200,22012559,,,
14209677,825,22013384,,,
14209678,750,22014134,,,
14209679,1350,22015484,,,
14209680,600,22016084,,,
14209681,2325,22018409,,,
14209682,825,22019234,,,
14209683,750,22019984,,,
14209684,2025,22022009,,,
14209685,1275,22023284,,,
14209686,1650,22024934,,,
14209687,1050,22025984,,,
14209688,1425,22027409,,,
14209689,900,22028309,,,
14209690,1200,22029509,,,
14209691,2250,22031759,,,
14209692,1200,22032959,,,
14209693,975,22033934,,,
14209694,1125,22035059,,,
14209695,675,22035734,,,
14209696,1800,22037534,,,
14209697,900,22038434,,,
14209698,2025,22040459,,,
14209699,900,22041359,,,
14209700,675,22042034,,,
14209701,1200,22043234,,,
14209702,1200,22044434,,,
14209703,1650,22046084,,,
14209704,825,22046909,,,
14209705,750,22047659,,,
14209706,1350,22049009,,,
14209707,600,22049609,,,
14209708,1650,22051259,,,
14209709,1050,22052309,,,
14209710,750,22053059,,,
14209711,1575,22054634,,,
14209712,825,22055459,,,
14209713,2550,22058009,,,
14209714,900,22058909,,,
14209715,1125,22060034,,,
14209716,1575,22061609,,,
14209717,975,22062584,,,
14209718,1500,22064084,,,
14209719,825,22064909,,,
14209720,1200,22066109,,,
14209721,900,22067009,,,
14209722,675,22067684,,,
14209723,1350,22069034,,,
14209724,600,22069634,,,
14209725,1650,22071284,,,
14209726,1575,22072859,,,
14209727,1350,22074209,,,
14209728,1350,22075559,,,
14209729,1275,22076834,,,
14209730,1200,22078034,,,
14209731,1050,22079084,,,
14209732,750,22079834,,,
14209733,1200,22081034,,,
14209734,750,22081784,,,
14209735,1875,22083659,,,
14209736,825,22084484,,,
14209737,750,22085234,,,
14209738,900,22086134,,,
14209739,825,22086959,,,
14209740,1875,22088834,,,
14209741,600,22089434,,,
14209742,975,22090409,,,
14209743,900,22091309,,,
14209744,750,22092059,,,
14209745,1500,22093559,,,
14209746,975,22094534,,,
14209747,1050,22095584,,,
14209748,2025,22097609,,,
14209749,675,22098284,,,
14209750,1350,22099634,,,
14209751,600,22100234,,,
14209752,1200,22101434,,,
14209753,900,22102334,,,
14209754,675,22103009,,,
14209755,1125,22104134,,,
14209756,900,22105034,,,
14209757,2025,22107059,,,
14209758,825,22107884,,,
14209759,1200,22109084,,,
14209760,1275,22110359,,,
14209761,900,22111259,,,
14209762,1650,22112909,,,
14209763,1050,22113959,,,
14209764,975,22114934,,,
14209765,1125,22116059,,,
14209766,1050,22117109,,,
14209767,1425,22118534,,,
14209768,600,22119134,,,
14209769,1425,22120559,,,
14209770,1575,22122134,,,
14209771,975,22123109,,,
14209772,1575,22124684,,,
14209773,975,22125659,,,
14209774,975,22126634,,,
14209775,1800,22128434,,,
14209776,1350,22129784,,,
